title,originallink,link,description,pubDate,corp_name
"<b>삼성전자</b>, 루브르와 파트너십 체결…더 프레임으로 ‘모나리자’ 감상",https://biz.chosun.com/it-science/ict/2021/09/16/H6GUIA5PUNHUDDY2MNY4CKU43M/?utm_source=naver&utm_medium=original&utm_campaign=biz,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=366&aid=0000761490,"<b>삼성전자</b>는 16일 프랑스 파리에 있는 루브르 박물관과 파트너십을 맺고, 라이프스타일 TV ‘더 프레임’에 루브르 대표 작품을 전시한다고 밝혔다. <b>삼성전자</b>에 따르면 이번 협업으로 더 프레임 사용자는 레오나르도 다... ","Thu, 16 Sep 2021 09:13:00 +0900",삼성전자
"<b>삼성전자</b>, 3분기 반도체 이익 전망↑…주가 반등 기대",http://www.edaily.co.kr/news/newspath.asp?newsid=01597366629180776,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=018&aid=0005038746,하나금융투자는 <b>삼성전자</b>(005930)의 올해 3분기 영업이익 전망치를 직전 15조2000억원에서 15조7000억원으로 상향 조정했다. 현재 증권가의 컨센서스는 15조4800억원이다. 메모리와 비메모리 반도체의 수익성 개선이... ,"Thu, 16 Sep 2021 09:26:00 +0900",삼성전자
"<b>삼성전자</b>, 하반기 비메모리 크게 개선 전망-KB",http://www.fnnews.com/news/202109160818218659,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=014&aid=0004709984,KB증권은 16일 <b>삼성전자</b>에 대해 하반기 비메모리 부문 실적이 크게 개선될 것으로 봤다. 이에 투자의견 '매수'와 목표주가 10만5000원을 유지했다. 김동원 KB증권 연구원은 &quot;3·4분기 <b>삼성전자</b> 영업이익은 전년 동기... ,"Thu, 16 Sep 2021 08:21:00 +0900",삼성전자
"&quot;반으로 안 접히지?&quot;…<b>삼성전자</b>, 트윗으로 아이폰13 도발",https://www.hankyung.com/it/article/202109156591g,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=015&aid=0004605155,애플이 15일(이하 한국시간) 신형 스마트폰 '아이폰13'을 발표한 가운데 <b>삼성전자</b>가 공식 트위터 계정을 통해 이를 저격했다. 애플이 뒤늦게 120Hz(헤르츠) 주사율을 채택한 것과 폴더블 제품이 아닌 점을 거론하면서다.... ,"Wed, 15 Sep 2021 10:24:00 +0900",삼성전자
"&quot;집에서 TV로 '모나리자' 감상&quot;…<b>삼성전자</b>, 佛 루브르와 맞손",http://www.inews24.com/view/1405128,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=031&aid=0000624591,<b>삼성전자</b>가 프랑스 루브르 박물관과 손잡고 모나리자 등 걸작을 '더 프레임'을 통해 선보인다. <b>삼성전자</b>는 루브르와 파트너십을 맺고 라이프스타일 TV '더 프레임'을 통해 루브르 작품을 선보인다고 16일 밝혔다.... ,"Thu, 16 Sep 2021 09:40:00 +0900",삼성전자
&quot;반으로 안 접혀?&quot;…아이폰13 출시일에 애플 저격한 <b>삼성전자</b>,http://news.mk.co.kr/newsRead.php?no=893174&year=2021,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=009&aid=0004853183,<b>삼성전자</b> 미국법인은 이날 공식 트위터에 &quot;우리만 데자뷔처럼 느끼는 것 아니죠?&quot; &quot;반으로 접혔다면 얼마나 더 멋있을까요?&quot;라는 글을 차례로 썼다. 이 게시글이 올라온 시간은 한국시간으로 각각 오전 2시12분과... ,"Wed, 15 Sep 2021 20:26:00 +0900",삼성전자
"<b>삼성전자</b>, 10년 연속 동반성장지수 '최우수'...IT업종 동반성장↑, 中企 체감...",http://www.etnews.com/20210915000184,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=030&aid=0002969832,<b>삼성전자</b>가 10년 연속으로 동반성장지수 최우수 등급을 얻었다. SK텔레콤 등 정보·통신 분야 기업을 필두로 동반성장 실적이 점차 증가 추세다. 다만 매년 증가하는 동반성장 실적과 달리 지난해 중소기업의... ,"Wed, 15 Sep 2021 13:58:00 +0900",삼성전자
"<b>삼성전자</b>, '더 프레임' 통해 루브르 대표 작품 선보인다",http://biz.newdaily.co.kr/site/data/html/2021/09/16/2021091600008.html,http://biz.newdaily.co.kr/site/data/html/2021/09/16/2021091600008.html,뉴데일리 조재범 기자 = <b>삼성전자</b>는 프랑스 파리에 위치한 세계적 박물관 ‘루브르’와 파트너십을 맺고 라이프스타일 TV ‘더 프레임(The Frame)’을 통해 루브르 대표 작품을 선보인다고 16일 밝혔다. <b>삼성전자</b>는... ,"Thu, 16 Sep 2021 08:54:00 +0900",삼성전자
"<b>삼성전자</b>, 더프레임 통해 루브르 대표작 선보인다",http://www.newsis.com/view/?id=NISI20210916_0017954929,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=003&aid=0010724259,"<b>삼성전자</b>가 프랑스 파리의 ‘루브르’와 파트너십을 맺고, 라이프스타일 TV ‘더 프레임(The Frame)’을 통해 루브르 대표 작품을 선보인다고 16일 밝혔다. 경기 수원에 위치한 <b>삼성</b> 프리미엄 스토어 갤러리아... ","Thu, 16 Sep 2021 08:29:00 +0900",삼성전자
"<b>삼성전자</b>, 비메모리 실적 개선 주목-KB",https://daily.hankooki.com/lpage/finance/202109/dh20210916084258148350.htm?s_ref=nv,https://daily.hankooki.com/lpage/finance/202109/dh20210916084258148350.htm?s_ref=nv,"KB증권은 16일 <b>삼성전자</b>의 비메모리 실적 개선에 주목했다. 투자의견 '매수', 목표주가 10만5000원을 제시했다. 3분기 <b>삼성전자</b>의 실적은 매출액 71조9000억원, 영업이익 15조4000억원으로 관측됐다. 2018년 3분기 이후... ","Thu, 16 Sep 2021 08:46:00 +0900",삼성전자
"<b>삼성전자</b>, 비메모리 가격 인상…실적 개선 기대-KB",http://www.edaily.co.kr/news/newspath.asp?newsid=01266086629180776,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=018&aid=0005038615,KB증권은 <b>삼성전자</b>(005930)에 대해 비메모리와 디스플레이 부문 가격 인상 및 신기술 적용으로 인한 실적 개선이 기대된다고 평가했다. 이에 투자의견 ‘매수(buy)’와 목표주가 10만5000원을 모두 유지했다. 현재... ,"Thu, 16 Sep 2021 07:54:00 +0900",삼성전자
<b>삼성전자</b> 등 36개 기업 동반성장지수 '최우수'…10개사는 '미흡',http://www.fnnews.com/news/202109151626113644,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=014&aid=0004709715,"<b>삼성전자</b>, 네이버 등 36개 기업이 동반성장지수 최우수 등급을 받았다. 공정거래협약 평가에 참여하지 않은 애경산업 등 10개사엔 미흡 판정이 내려졌다. 동반성장위원회는 15일 제67차 동반성장위원회를 개최하고... ","Wed, 15 Sep 2021 16:28:00 +0900",삼성전자
<b>삼성전자</b> 등 20개사 동반성장 최우수 명예기업 등극,http://www.fnnews.com/news/202109150931153870,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=014&aid=0004709287,<b>삼성전자</b> 등 20개 기업이 동반성장 최우수 명예기업이 됐다. 또한 동반성장지수 평가에서 <b>삼성</b>엔지니어링 등 36개사 최우수 기업으로 선정됐다. 이들 기업은 공정거래위원회의 직권조사 2년 면제 등 인센티브가... ,"Wed, 15 Sep 2021 09:48:00 +0900",삼성전자
"협력사 상생 새 지평 연 <b>삼성전자</b>, 첫 10년 연속 동반성장 최우수 기업",http://www.fnnews.com/news/202109150905175149,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=014&aid=0004709264,<b>삼성전자</b>가 15일 동반성장위원회가 선정하는 2020년도 동반성장지수 평가에서 국내 기업 최초로 10년 연속 최우수 등급을 받았다. 동반성장지수는 대·중소기업 간 동반성장을 촉진하기 위해 210여개 대기업을... ,"Wed, 15 Sep 2021 09:33:00 +0900",삼성전자
"<b>삼성전자</b>, 비스포크 냉장고 1도어 신제품 출시",http://www.newsis.com/view/?id=NISX20210915_0001584407&cID=13001&pID=13000,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=003&aid=0010722114,"기사내용 요약자동 문열림 기능, 최대 29ℓ 확장…사용 편의성 높여 <b>삼성전자</b>가 사용 편의성을 강화한 '비스포크(BESPOKE) 냉장고' 1도어 신제품을 15일 출시했다. 새 제품은 ▲냉장 ▲냉동 ▲김치 ▲변온 등 용도에 따라... ","Wed, 15 Sep 2021 11:06:00 +0900",삼성전자
"<b>삼성전자</b>, 국내 기업 첫 10년 연속 동반성장 '최우수'",https://www.hankyung.com/economy/article/202109156497g,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=015&aid=0004605114,<b>삼성전자</b>는 동반성장위원회가 선정하는 '2020년도 동반성장지수 평가'에서 국내 기업 최초로 10년 연속 최우수 등급을 받았다고 15일 밝혔다. 동반성장지수는 대·중소기업 간 동반성장을 촉진하기 위해 210여개... ,"Wed, 15 Sep 2021 09:36:00 +0900",삼성전자
<b>삼성전자</b> 10년 연속 동반성장 ‘최우수’ 평가,https://www.joongang.co.kr/article/25007345,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=025&aid=0003135277,<b>삼성전자</b>가 동반성장위원회가 선정하는 ‘2020년도 동반성장지수 평가’에서 10년 연속으로 최우수 등급을 받았다. 동반성장지수 평가가 도입된 2011년 이후 한 해도 빠짐없이 최우수 등급을 받은 기업은... ,"Wed, 15 Sep 2021 10:57:00 +0900",삼성전자
"[영상] <b>삼성전자</b>, '비스포크 냉장고' 1도어 신제품 출시",https://www.hankyung.com/it/article/202109156324g,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=015&aid=0004605174,"<b>삼성전자</b>가 편의성을 강화한 비스포크 냉장고 1도어 신제품을 15일 출시했다. 비스포크 1도어 냉장고는 냉장·냉동·김치·변온 등 용도에 따라 4가지 종류 중 선택 가능하며, 별도의 공사 없이 주방 가구에 딱 맞게... ","Wed, 15 Sep 2021 11:01:00 +0900",삼성전자
기아·네이버·<b>삼성전자</b> 등 36개 기업 동반성장지수 '최우수',https://www.news1.kr/articles/?4435006,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=421&aid=0005604571,"기아와 네이버, <b>삼성전자</b> 등 36개 기업이 동반성장지수 최우수 등급을 받았다. 공정거래협약 평가에 참여하지 않은 애경산업 등 10개사엔 미흡 판정이 내려졌다. 동반성장위원회는 15일 제67차 동반성장위원회를... ","Wed, 15 Sep 2021 08:30:00 +0900",삼성전자
"36개 기업, 동반성장지수 ‘최우수’ 등급…<b>삼성전자</b>는 ‘10년 연속’",https://www.donga.com/news/article/all/20210915/109276455/1,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0003382320,<b>삼성전자</b> 등 36개 기업이 동반성장위원회 동반성장지수 평가에서 최우수 등급을 받았다. 이로써 <b>삼성전자</b>는 2011년도 동반성장지수 평가를 시작한 이후 10년 연속해서 최우수 등급을 받아 ‘최우수 명예기업’에... ,"Wed, 15 Sep 2021 17:16:00 +0900",삼성전자
"무디스, <b>SK하이닉스</b> 신용등급 'Baa2' 유지",http://www.newsis.com/view/?id=NISX20210915_0001584948&cID=15001&pID=15000,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=003&aid=0010722764,기사내용 요약6월 착수한 등급 하향조정 검토 종결 인텔 낸드 사업 통합 관련 불확실성 반영 등급 전망은 '부정적'으로 조정 [서울=뉴시스]이주혜 기자 = 무디스가 <b>SK하이닉스</b>의 'Baa2' 신용등급을 재확인하고 등급전망을... ,"Wed, 15 Sep 2021 14:21:00 +0900",SK하이닉스
"[fn마켓워치]무디스, <b>SK하이닉스</b> 신용등급 전망 '부정적' 조정",http://www.fnnews.com/news/202109151857114125,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=014&aid=0004709885,무디스가 <b>SK</b>텔레콤에서 떨어져 나오는 <b>SK하이닉스</b>의 신용등급 전망을 '하향검토 대상'에서 해제하고 '부정적'으로 조정했다. 무디스는 15일 <b>SK하이닉스</b>의 신용등급 전망을 ‘하향조정 검토’에서 ‘부정적’으로... ,"Wed, 15 Sep 2021 19:03:00 +0900",SK하이닉스
"<b>SK하이닉스</b>, 외인·기관 팔자에 3%↓",http://news.mt.co.kr/mtview.php?no=2021091614030112066,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=008&aid=0004646283,<b>SK하이닉스</b>가 외국인과 기관의 매도세에 주가가 3% 이상 하락하고 있다. 16일 오후 1시58분 현재 <b>SK하이닉스</b>는 전날보다 3.26% 떨어진 10만4000원을 기록 중이다. 오후 1시24분을 기준으로 <b>SK하이닉스</b>에 대해 외국인은... ,"Thu, 16 Sep 2021 14:04:00 +0900",SK하이닉스
“MZ세대 취향저격” <b>SK하이닉스</b> 마스코트 ‘하루’ 공개,http://news.heraldcorp.com/view.php?ud=20210916000289,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=016&aid=0001888594,<b>SK하이닉스</b>가 MZ(밀레니얼+Z)세대의 취향을 저격할 마스코트 ‘하루’를 16일 공개했다. 일상적으로 사용되는 이모티콘의 일부에 SKMS(<b>SK</b> Management System) 철학을 녹여 구성원에게 좀 더 친근하게 다가려는 시도다.... ,"Thu, 16 Sep 2021 10:05:00 +0900",SK하이닉스
"[마켓인]무디스, <b>SK하이닉스</b> 신용등급 전망 `부정적` 변경",http://www.edaily.co.kr/news/newspath.asp?newsid=03922886629180448,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=018&aid=0005038485,<b>SK</b>텔레콤에서 떨어져 나오는 <b>SK하이닉스</b>의 신용등급 전망이 `부정적`으로 바뀌었다. 무디스는 15일 <b>SK하이닉스</b>(000660)의 신용등급 전망을 ‘하향조정 검토’에서 ‘부정적’으로 변경했다고 밝혔다. 기업신용등급과... ,"Wed, 15 Sep 2021 18:40:00 +0900",SK하이닉스
"<b>SK하이닉스</b>, 이미지센서 고객사 확대 '착착'",http://www.ddaily.co.kr/news/article.html?no=222060,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=138&aid=0002110414,- 삼성전자 샤오미 등에 CIS 납품 <b>SK하이닉스</b>가 CMOS 이미지센서(CIS) 시장 공략에 속도를 낸다. 경쟁사 대비 많은 물량은 아니지만 고객사가 확대되고 있다는 점에서 의미가 있다. 16일 업계에 따르면 <b>SK하이닉스</b>는... ,"Thu, 16 Sep 2021 10:28:00 +0900",SK하이닉스
"무디스 <b>SK하이닉스</b> 신용등급 전망 하향조정, 신용등급은 유지",https://www.businesspost.co.kr/BP?command=article_view&num=250605,https://www.businesspost.co.kr/BP?command=article_view&num=250605,국제 신용평가사 무디스가 <b>SK하이닉스</b> 신용등급 전망을 하향조정했다. 무디스는 <b>SK하이닉스</b> 신용등급 전망을 '검토중'에서 '부정적'으로 변경했다고 15일 밝혔다. <b>SK하이닉스</b> 로고. 신용등급은 'Baa2'를 유지했다.... ,"Wed, 15 Sep 2021 16:18:00 +0900",SK하이닉스
"코스피, 호재 없이 장 초반 약보합…<b>SK하이닉스</b> 2%대 하락",https://www.hankyung.com/finance/article/2021091698426,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=015&aid=0004605694,"삼성전자(-0.26%), <b>SK하이닉스</b>(-2.33%), 삼성바이오로직스(-1.60%), 삼성SDI(-3.20%) 등이 하락하는 반면 NAVER(1.50%), 카카오(1.22%), LG화학(0.28%) 등이 오르고 있다. 코스닥지수는 상승하고 있다. 지수는 전일보다 0.38포인트(0.04... ","Thu, 16 Sep 2021 09:51:00 +0900",SK하이닉스
<b>하이닉스</b> vs 광주 주민 ‘전력지중화사업’ 갈등 깊어져,https://www.seoul.co.kr/news/newsView.php?id=20210915011021&wlog_tag3=naver,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=081&aid=0003216069,경기 이천의 <b>SK하이닉스</b>와 경기 광주 지역 주민 간의 갈등이 깊어지고 있다. <b>SK하이닉스</b>가 신축공장의 전력 인프라 확보를 위해 변전소와 송전선로를 광주 지역에 두면서 지역 주민들이 “<b>SK하이닉스</b>의 반도체 공장... ,"Tue, 14 Sep 2021 11:06:00 +0900",SK하이닉스
이한규 경기부지사 이천 <b>SK하이닉스</b> 현장행정…왜?,http://www.fnnews.com/news/202109140709122289,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=014&aid=0004708344,"이한규 경기도 행정2부지사는 13일 이천 <b>SK하이닉스</b> 공장을 방문, K-반도체 산업 발전방안 모색과 기업애로 해소를 위한 현장행보에 나섰다. 이번 현장방문은 현재 국가적으로 추진 중인 ‘K-반도체 전략’과 관련해... ","Tue, 14 Sep 2021 07:13:00 +0900",SK하이닉스
"<b>SK하이닉스</b> 목표주가 하향, &quot;D램 낸드 가격 하락해 실적 추정치 낮춰&quot;",https://www.businesspost.co.kr/BP?command=article_view&num=250710,https://www.businesspost.co.kr/BP?command=article_view&num=250710,<b>SK하이닉스</b> 목표주가가 낮아졌다. D램과 낸드 가격 하락으로 2021년과 2022년 실적이 기존 예상보다 둔화할 것으로 예상됐다. 이석희 <b>SK하이닉스</b> 대표이사 사장. 김동원 KB증권 연구원은 16일 <b>SK하이닉스</b> 목표주가를... ,"Thu, 16 Sep 2021 08:34:00 +0900",SK하이닉스
"<b>SK하이닉스</b> 신용등급 강등 피해…무디스, 'Baa2' 유지",http://news.einfomax.co.kr/news/articleView.html?idxno=4167691,http://news.einfomax.co.kr/news/articleView.html?idxno=4167691,국제 신용평가사 무디스는 <b>SK하이닉스</b>의 신용등급을 내리지 않고 종전 'Baa2'로 유지한다고 15일 밝혔다. 신용등급 전망은 '하향검토 대상'에서 해제하고 '부정적'으로 조정했다. 무디스는 <b>SK</b>텔레콤이 <b>SK하이닉스</b> 지분 20... ,"Wed, 15 Sep 2021 14:24:00 +0900",SK하이닉스
"서원대, <b>SK하이닉스</b>와 손잡고 발달장애인 핸드볼팀 육성",https://www.news1.kr/articles/?4433928,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005602208,서원대학교(총장 손석민)는 <b>SK하이닉스</b>와 함께 발달장애인 핸드볼팀 육성 사업을 추진한다고 14일 밝혔다. 서원대학교는 지속 가능한 사업을 위해 지난 8월1일 대학 내 장애인스포츠지원센터(센터장 김정진 교수)를 공식... ,"Tue, 14 Sep 2021 10:32:00 +0900",SK하이닉스
"삼성전자, 10년 연속 동반성장 최우수 기업···LGD·LG이노텍·<b>SK하이닉스</b>도...",https://www.sedaily.com/NewsView/22RH467HT8,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=011&aid=0003963141,"최우수 기업 가운데 전자업계에 해당하는 곳은 삼성전자와 LG디스플레이, LG이노텍, <b>SK하이닉스</b> 총 4곳이다. 특히 삼성전자는 동반성장지수 평가가 도입된 2011년부터 유일하게 10년 연속 최우수 등급에 선정돼 주목을... ","Wed, 15 Sep 2021 16:47:00 +0900",SK하이닉스
"<b>SK하이닉스</b> 목표주가 낮아져, &quot;낸드플래시 업황도 나빠질 가능성&quot;",https://www.businesspost.co.kr/BP?command=article_view&num=250475,https://www.businesspost.co.kr/BP?command=article_view&num=250475,<b>SK하이닉스</b> 목표주가가 낮아졌다. PC부문의 수요 부진이 D램(DRAM)과 낸드플래시업황에 모두 부정적 영향을 미칠 것으로 분석됐다. 이석희 <b>SK하이닉스</b> 각자대표이사 사장. 박유악 키움증권 연구원은 15일 <b>SK하이닉스</b>... ,"Wed, 15 Sep 2021 10:16:00 +0900",SK하이닉스
"“<b>SK하이닉스</b>, 2022년 상반기 D램 업황 회복 예상”",https://www.news2day.co.kr/article/20210915500099,https://www.news2day.co.kr/article/20210915500099,"3분기 영업이익 4조3030억원 전망 키움증권은 15일 <b>SK하이닉스</b>에 대해 주가를 눌러왔던 모바일 수요의 강한 회복이 나타나고 있고, 서버 수요도 강세를 띄고 있다. 그러나 PC 부문에서의 수요 부진이 D램과 낸드... ","Wed, 15 Sep 2021 13:26:00 +0900",SK하이닉스
"<b>SK하이닉스</b>, 기관 발 빼나…대량 매도에 주가 급락",http://www.pinpointnews.co.kr/view.php?ud=202109160930586211cd1e7f0bdf_45,http://www.pinpointnews.co.kr/view.php?ud=202109160930586211cd1e7f0bdf_45,<b>SK하이닉스</b>의 주가가 급락하고 있다. 16일 오전 <b>SK하이닉스</b> 주가는 전 거래일보다 2.33% 내린 10만5000원에 거래되고 있다. 기관과 외국인 모두 매도 우위다. 이날 장 시작 20여분 만에 기관은 <b>SK하이닉스</b> 주식... ,"Thu, 16 Sep 2021 09:31:00 +0900",SK하이닉스
"[특징주] <b>SK하이닉스</b>, 낸드플래시 흑자 전환 성공할까?…내년부터 '상승' 전환...",http://www.nbntv.co.kr/news/articleView.html?idxno=934827,http://www.nbntv.co.kr/news/articleView.html?idxno=934827,<b>SK하이닉스</b> 본사가 있는 경기도 이천공장의 모습 (사진= <b>SK하이닉스</b> 제공) 올해 말 낸드플래시의 급격한 업황 둔화가 나타나면서 주가의 변동성이 확대될 것으로 전망됐다. 15일 박유악 키움증권 연구원은 <b>SK하이닉스</b>... ,"Wed, 15 Sep 2021 15:02:00 +0900",SK하이닉스
삼성전자ㆍ<b>SK하이닉스</b> ‘순매수’ 흐름 이어간 外人,https://www.etoday.co.kr/news/view/2062724,https://www.etoday.co.kr/news/view/2062724,이투데이=조성진 기자 | 외국인 투자자가 삼성전자와 <b>SK하이닉스</b> 순매수를 이어갔다. 15일 한국거래소에 따르면 삼성전자는 전일 대비 0.52%(400원) 오른 7만7000원에 거래를 마쳤다. <b>SK하이닉스</b>는 보합으로 거래를... ,"Wed, 15 Sep 2021 17:56:00 +0900",SK하이닉스
"<b>NAVER</b>, 규제 노이즈에도 투자포인트 `여전`…추가 하락시 `매수` -한국",http://www.edaily.co.kr/news/newspath.asp?newsid=01380886629180448,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=018&aid=0005037673,"한국투자증권은 15일 <b>NAVER</b>(035420)에 대해 장기적인 투자포인트의 본질은 여전히 변하지 않았다고 분석했다. 추가적인 주가 하락 시에는 매수로 대응하는 것이 바람직하다는 판단이다. 투자의견 ‘매수’, 목표주가 54만원을... ","Wed, 15 Sep 2021 08:04:00 +0900",NAVER
"<b>Naver</b>, Kakao facing uncertainty amid forthcoming regulations",https://www.koreatimes.co.kr/www/issues/2021/09/175_315575.html?na,https://www.koreatimes.co.kr/www/issues/2021/09/175_315575.html?na,"Big tech firms hit by increased short-selling By Lee Min-hyung <b>Naver</b> and Kakao, two of the... <b>Naver</b> was also hit hard by the uncertainty, and its stock price sharply declined, closing at 400,500... ","Wed, 15 Sep 2021 08:51:00 +0900",NAVER
"&quot;<b>NAVER</b>, 결이 다른 빅테크…문피아 인수로 초격차 가속화&quot;-현대차",http://news.mt.co.kr/mtview.php?no=2021091408493988417,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=008&aid=0004644739,"현대차증권은 14일 <b>NAVER</b>가 웹소설 자유연재 플랫폼 '문피아' 인수로 콘텐츠 사업부문 초격차 전략을 가속화하고 있다고 봤다. <b>NAVER</b> 투자의견 '매수', 목표주가는 60만원을 유지했다. <b>NAVER</b>는 최근 문피아 지분 36.08%를... ","Tue, 14 Sep 2021 09:10:00 +0900",NAVER
"Kaako, <b>Naver</b> and other big-tech name CEOs rounded up by labor minister",http://pulsenews.co.kr/view.php?year=2021&no=894955,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=004&oid=009&aid=0004853379,"A <b>Naver</b> employee in May committed suicide after suffering from workplace bullying, and Kakao employees in March filed a petition asking labor office to correct unfair employment practices.","Thu, 16 Sep 2021 11:40:00 +0900",NAVER
더존비즈온 빨간 마감...카카오·<b>NAVER</b> 소폭 하락,http://www.thekpm.com/view.php?ud=20210915171736677342ef4e12e4_17,http://www.thekpm.com/view.php?ud=20210915171736677342ef4e12e4_17,"<b>NAVER</b>의 주가는 전일 대비 2000원(-0.5%) 내린 400500원으로 장을 마쳤다. 같은 기간 카카오의 주가는 1500원(-1.21%) 하락한 122500원, 더존비즈온의 주가는 4000원(3.98%) 오른 104500원으로 장을 마쳤다.","Wed, 15 Sep 2021 17:21:00 +0900",NAVER
"<b>NAVER</b>, 규제 우려에서 상대적으로 편안-신한",https://www.ebn.co.kr/news/view/1500293/?sc=Naver,https://www.ebn.co.kr/news/view/1500293/?sc=Naver,신한금융투자는 <b>NAVER</b>에 대해 규제 우려에서 상대적으로 편안하다며 투자의견 '매수'와 목표주가 57만원을 유지한다고 13일 밝혔다. 이문종 연구원은 &quot;금융위원회에서 핀테크 플랫폼 대상 규제 강화를 시사한 이후 주가가... ,"Mon, 13 Sep 2021 09:00:00 +0900",NAVER
"[News Focus] <b>Naver</b>, Kakao: How icons of innovation have come under fire",http://www.koreaherald.com/view.php?ud=20210913001035,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=044&aid=0000230736,"It took two decades for <b>Naver</b> to grow from an internet portal site to a giant in e-commerce... like <b>Naver</b> and Kakao, as it would help prevent reckless expansion of their businesses. “The reason... ","Mon, 13 Sep 2021 18:15:00 +0900",NAVER
ITZY to hold special comeback show on <b>Naver</b> Now on Sept. 24,https://koreajoongangdaily.joins.com/2021/09/14/entertainment/kpop/itzy-itzy-crazy-in-love-itzy-naver-now/20210914173600354.html,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=106&oid=640&aid=0000016288,"Girl group ITZY will hold a special comeback show on streaming service <b>Naver</b> Now on Sept. 24 for its upcoming first full-length album “Crazy in Love,” set to drop on the same day, according... ","Tue, 14 Sep 2021 17:36:00 +0900",NAVER
&quot;쌀때 사자&quot;…<b>NAVER</b>·카카오 1.5조 쓸어담은 개미,http://www.edaily.co.kr/news/newspath.asp?newsid=01334966629179464,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=018&aid=0005035357,"<b>NAVER</b>(035420)도 5000억원 이상 순매수했다. 지난 한 주간 개인투자자 순매수 1~3위에 카카오와 <b>NAVER</b>, 카카오뱅크(323410)가 나란히 이름을 올렸다. 최근 빅테크 규제 우려에 카카오와 네이버 주가가 급락하자 개인들이 이를... ","Sun, 12 Sep 2021 11:29:00 +0900",NAVER
[마감공략 종목 VS 종목] 저가 매수 기회 VS 실적 개선 기대감 '<b>NAVER</b> VS 한화...,https://news.mtn.co.kr/newscenter/news_viewer.mtn?gidx=2021091316150172797,https://news.mtn.co.kr/newscenter/news_viewer.mtn?gidx=2021091316150172797,"황해수 PICK 마감 공략주 '<b>NAVER</b>'- 규제 우려감 속 과매도 구간 진입- 높아진 가격 매력도- 외형 성장폭 확대에 따른 성장 모멘텀 유효- 매수가 현재가 / 목표가 440,000원 / 손절가 350,000원2. 윤정식 PICK 마감 공략주... ","Mon, 13 Sep 2021 16:20:00 +0900",NAVER
"<b>NAVER</b>, 플랫폼 규제 영향 제한적… 주가하락은 매수기회-신한투자",http://news.mt.co.kr/mtview.php?no=2021091309014953882,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=008&aid=0004644155,신한금융투자는 13일 <b>NAVER</b>에 대해 과거부터 독과점 우려에 시달리며 보수적인 입장을 유지해온 덕분에... 이 연구원은 &quot;규제 우려에서 <b>NAVER</b>는 상대적으로 편안한데 과거부터 1위 포털 사업자로서 지배적 위치에서 다양한... ,"Mon, 13 Sep 2021 09:02:00 +0900",NAVER
